# 1.This file shows the parsed IR info when graph evaluating failed to help find the problem.
# 2.You can search the last `------------------------>` to the node which is inferred failed.
# 3.Refer to https://www.mindspore.cn/search?inputValue=analyze_fail.dat to get more instructions.
# ===============================================================================

# [No.1] construct_wrapper.42
# In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(330)/    def construct(self, *inputs):/
funcgraph fg_42(
        %para1 : Tensor(F32)[3, 40960, 6]    # inputs0
        , %para847 : Ref[Tensor(F32)][13]    # vhat.network.supervise.5.batch_norm.gamma
        , %para848 : Ref[Tensor(F32)][13]    # vhat.network.supervise.5.batch_norm.beta
        , %para849 : Ref[Tensor(F32)][10]    # vhat.network.Se.0.conv.bias
        , %para850 : Ref[Tensor(F32)][10]    # vhat.network.Se.0.batch_norm.gamma
        , %para851 : Ref[Tensor(F32)][10]    # vhat.network.Se.0.batch_norm.beta
        , %para852 : Ref[Tensor(F32)][10]    # vhat.network.Se.1.conv.bias
        , %para853 : Ref[Tensor(F32)][10]    # vhat.network.Se.1.batch_norm.gamma
        , %para854 : Ref[Tensor(F32)][10]    # vhat.network.Se.1.batch_norm.beta
        , %para855 : Ref[Tensor(F32)][10]    # vhat.network.Se.2.conv.bias
        , %para856 : Ref[Tensor(F32)][10]    # vhat.network.Se.2.batch_norm.gamma
        , %para857 : Ref[Tensor(F32)][10]    # vhat.network.Se.2.batch_norm.beta
        , %para858 : Ref[Tensor(F32)][10]    # vhat.network.Se.3.conv.bias
        , %para859 : Ref[Tensor(F32)][10]    # vhat.network.Se.3.batch_norm.gamma
        , %para860 : Ref[Tensor(F32)][10]    # vhat.network.Se.3.batch_norm.beta
        , %para861 : Ref[Tensor(F32)][512]    # vhat.network.decoder.0.conv.bias
        , %para862 : Ref[Tensor(F32)][512]    # vhat.network.decoder.0.batch_norm.gamma
        , %para863 : Ref[Tensor(F32)][512]    # vhat.network.decoder.0.batch_norm.beta
        , %para864 : Ref[Tensor(F32)][256]    # vhat.network.decoder.1.conv.bias
        , %para865 : Ref[Tensor(F32)][256]    # vhat.network.decoder.1.batch_norm.gamma
        , %para866 : Ref[Tensor(F32)][256]    # vhat.network.decoder.1.batch_norm.beta
        , %para867 : Ref[Tensor(F32)][128]    # vhat.network.decoder.2.conv.bias
        , %para868 : Ref[Tensor(F32)][128]    # vhat.network.decoder.2.batch_norm.gamma
        , %para869 : Ref[Tensor(F32)][128]    # vhat.network.decoder.2.batch_norm.beta
        , %para870 : Ref[Tensor(F32)][32]    # vhat.network.decoder.3.conv.bias
        , %para871 : Ref[Tensor(F32)][32]    # vhat.network.decoder.3.batch_norm.gamma
        , %para872 : Ref[Tensor(F32)][32]    # vhat.network.decoder.3.batch_norm.beta
        , %para873 : Ref[Tensor(F32)][32]    # vhat.network.decoder.4.conv.bias
        , %para874 : Ref[Tensor(F32)][32]    # vhat.network.decoder.4.batch_norm.gamma
        , %para875 : Ref[Tensor(F32)][32]    # vhat.network.decoder.4.batch_norm.beta
        , %para876 : Ref[Tensor(F32)][64]    # vhat.network.fc_end.0.conv.bias
        , %para877 : Ref[Tensor(F32)][64]    # vhat.network.fc_end.0.batch_norm.gamma
        , %para878 : Ref[Tensor(F32)][64]    # vhat.network.fc_end.0.batch_norm.beta
        , %para879 : Ref[Tensor(F32)][32]    # vhat.network.fc_end.1.conv.bias
        , %para880 : Ref[Tensor(F32)][32]    # vhat.network.fc_end.1.batch_norm.gamma
        , %para881 : Ref[Tensor(F32)][32]    # vhat.network.fc_end.1.batch_norm.beta
        , %para882 : Ref[Tensor(F32)][13]    # vhat.network.fc_end.3.conv.bias
        , %para883 : Ref[Tensor(F32)][13]    # vhat.network.fc_end.3.batch_norm.gamma
        , %para884 : Ref[Tensor(F32)][13]    # vhat.network.fc_end.3.batch_norm.beta
        , %para885 : Ref[Tensor(F32)][8, 6]    # vhat.network.fc_start.weight
        , %para886 : Ref[Tensor(F32)][8, 8, 1, 1]    # vhat.network.encoder.0.mlp1.conv.weight
        , %para887 : Ref[Tensor(F32)][32, 16, 1, 1]    # vhat.network.encoder.0.mlp2.conv.weight
        , %para888 : Ref[Tensor(F32)][32, 8, 1, 1]    # vhat.network.encoder.0.shortcut.conv.weight
        , %para889 : Ref[Tensor(F32)][8, 10, 1, 1]    # vhat.network.encoder.0.lse1.mlp.conv.weight
        , %para890 : Ref[Tensor(F32)][8, 8, 1, 1]    # vhat.network.encoder.0.lse2.mlp.conv.weight
        , %para891 : Ref[Tensor(F32)][16, 16]    # vhat.network.encoder.0.pool1.score_fn.0.weight
        , %para892 : Ref[Tensor(F32)][8, 16, 1, 1]    # vhat.network.encoder.0.pool1.mlp.conv.weight
        , %para893 : Ref[Tensor(F32)][16, 16]    # vhat.network.encoder.0.pool2.score_fn.0.weight
        , %para894 : Ref[Tensor(F32)][16, 16, 1, 1]    # vhat.network.encoder.0.pool2.mlp.conv.weight
        , %para895 : Ref[Tensor(F32)][32, 32, 1, 1]    # vhat.network.encoder.1.mlp1.conv.weight
        , %para896 : Ref[Tensor(F32)][128, 64, 1, 1]    # vhat.network.encoder.1.mlp2.conv.weight
        , %para897 : Ref[Tensor(F32)][128, 32, 1, 1]    # vhat.network.encoder.1.shortcut.conv.weight
        , %para898 : Ref[Tensor(F32)][32, 10, 1, 1]    # vhat.network.encoder.1.lse1.mlp.conv.weight
        , %para899 : Ref[Tensor(F32)][32, 32, 1, 1]    # vhat.network.encoder.1.lse2.mlp.conv.weight
        , %para900 : Ref[Tensor(F32)][64, 64]    # vhat.network.encoder.1.pool1.score_fn.0.weight
        , %para901 : Ref[Tensor(F32)][32, 64, 1, 1]    # vhat.network.encoder.1.pool1.mlp.conv.weight
        , %para902 : Ref[Tensor(F32)][64, 64]    # vhat.network.encoder.1.pool2.score_fn.0.weight
        , %para903 : Ref[Tensor(F32)][64, 64, 1, 1]    # vhat.network.encoder.1.pool2.mlp.conv.weight
        , %para904 : Ref[Tensor(F32)][64, 128, 1, 1]    # vhat.network.encoder.2.mlp1.conv.weight
        , %para905 : Ref[Tensor(F32)][256, 128, 1, 1]    # vhat.network.encoder.2.mlp2.conv.weight
        , %para906 : Ref[Tensor(F32)][256, 128, 1, 1]    # vhat.network.encoder.2.shortcut.conv.weight
        , %para907 : Ref[Tensor(F32)][64, 10, 1, 1]    # vhat.network.encoder.2.lse1.mlp.conv.weight
        , %para908 : Ref[Tensor(F32)][64, 64, 1, 1]    # vhat.network.encoder.2.lse2.mlp.conv.weight
        , %para909 : Ref[Tensor(F32)][128, 128]    # vhat.network.encoder.2.pool1.score_fn.0.weight
        , %para910 : Ref[Tensor(F32)][64, 128, 1, 1]    # vhat.network.encoder.2.pool1.mlp.conv.weight
        , %para911 : Ref[Tensor(F32)][128, 128]    # vhat.network.encoder.2.pool2.score_fn.0.weight
        , %para912 : Ref[Tensor(F32)][128, 128, 1, 1]    # vhat.network.encoder.2.pool2.mlp.conv.weight
        , %para913 : Ref[Tensor(F32)][128, 256, 1, 1]    # vhat.network.encoder.3.mlp1.conv.weight
        , %para914 : Ref[Tensor(F32)][512, 256, 1, 1]    # vhat.network.encoder.3.mlp2.conv.weight
        , %para915 : Ref[Tensor(F32)][512, 256, 1, 1]    # vhat.network.encoder.3.shortcut.conv.weight
        , %para916 : Ref[Tensor(F32)][128, 10, 1, 1]    # vhat.network.encoder.3.lse1.mlp.conv.weight
        , %para917 : Ref[Tensor(F32)][128, 128, 1, 1]    # vhat.network.encoder.3.lse2.mlp.conv.weight
        , %para918 : Ref[Tensor(F32)][256, 256]    # vhat.network.encoder.3.pool1.score_fn.0.weight
        , %para919 : Ref[Tensor(F32)][128, 256, 1, 1]    # vhat.network.encoder.3.pool1.mlp.conv.weight
        , %para920 : Ref[Tensor(F32)][256, 256]    # vhat.network.encoder.3.pool2.score_fn.0.weight
        , %para921 : Ref[Tensor(F32)][256, 256, 1, 1]    # vhat.network.encoder.3.pool2.mlp.conv.weight
        , %para922 : Ref[Tensor(F32)][256, 512, 1, 1]    # vhat.network.encoder.4.mlp1.conv.weight
        , %para923 : Ref[Tensor(F32)][1024, 512, 1, 1]    # vhat.network.encoder.4.mlp2.conv.weight
        , %para924 : Ref[Tensor(F32)][1024, 512, 1, 1]    # vhat.network.encoder.4.shortcut.conv.weight
        , %para925 : Ref[Tensor(F32)][256, 10, 1, 1]    # vhat.network.encoder.4.lse1.mlp.conv.weight
        , %para926 : Ref[Tensor(F32)][256, 256, 1, 1]    # vhat.network.encoder.4.lse2.mlp.conv.weight
        , %para927 : Ref[Tensor(F32)][512, 512]    # vhat.network.encoder.4.pool1.score_fn.0.weight
        , %para928 : Ref[Tensor(F32)][256, 512, 1, 1]    # vhat.network.encoder.4.pool1.mlp.conv.weight
        , %para929 : Ref[Tensor(F32)][512, 512]    # vhat.network.encoder.4.pool2.score_fn.0.weight
        , %para930 : Ref[Tensor(F32)][512, 512, 1, 1]    # vhat.network.encoder.4.pool2.mlp.conv.weight
        , %para931 : Ref[Tensor(F32)][1024, 1024, 1, 1]    # vhat.network.mlp.conv.weight
        , %para932 : Ref[Tensor(F32)][13, 1024, 1, 1]    # vhat.network.supervise.0.conv.weight
        , %para933 : Ref[Tensor(F32)][13, 512, 1, 1]    # vhat.network.supervise.1.conv.weight
        , %para934 : Ref[Tensor(F32)][13, 256, 1, 1]    # vhat.network.supervise.2.conv.weight
        , %para935 : Ref[Tensor(F32)][13, 128, 1, 1]    # vhat.network.supervise.3.conv.weight
        , %para936 : Ref[Tensor(F32)][13, 32, 1, 1]    # vhat.network.supervise.4.conv.weight
        , %para937 : Ref[Tensor(F32)][13, 32, 1, 1]    # vhat.network.supervise.5.conv.weight
        , %para938 : Ref[Tensor(F32)][10, 512, 1, 1]    # vhat.network.Se.0.conv.weight
        , %para939 : Ref[Tensor(F32)][10, 256, 1, 1]    # vhat.network.Se.1.conv.weight
        , %para940 : Ref[Tensor(F32)][10, 128, 1, 1]    # vhat.network.Se.2.conv.weight
        , %para941 : Ref[Tensor(F32)][10, 32, 1, 1]    # vhat.network.Se.3.conv.weight
        , %para942 : Ref[Tensor(F32)][1536, 512, 1, 1]    # vhat.network.decoder.0.conv.weight
        , %para943 : Ref[Tensor(F32)][768, 256, 1, 1]    # vhat.network.decoder.1.conv.weight
        , %para944 : Ref[Tensor(F32)][384, 128, 1, 1]    # vhat.network.decoder.2.conv.weight
        , %para945 : Ref[Tensor(F32)][160, 32, 1, 1]    # vhat.network.decoder.3.conv.weight
        , %para946 : Ref[Tensor(F32)][64, 32, 1, 1]    # vhat.network.decoder.4.conv.weight
        , %para947 : Ref[Tensor(F32)][64, 32, 1, 1]    # vhat.network.fc_end.0.conv.weight
        , %para948 : Ref[Tensor(F32)][32, 64, 1, 1]    # vhat.network.fc_end.1.conv.weight
        , %para949 : Ref[Tensor(F32)][13, 32, 1, 1]    # vhat.network.fc_end.3.conv.weight
        , %para950 : Ref[Tensor(I32)][]    # last_overflow_iterator_step
        , %para951 : Ref[Tensor(F32)][]    # h_loss.lambda_nl
        , %para952 : Ref[Tensor(F32)][]    # h_loss.lambda_pl
        , %para953 : Ref[Tensor(I32)][1]    # global_step
        , %para954 : Ref[Tensor(F32)][8]    # network.bn_start.0.moving_mean
        , %para955 : Ref[Tensor(F32)][8]    # network.bn_start.0.moving_variance
        , %para956 : Ref[Tensor(F32)][1024]    # network.mlp.batch_norm.moving_mean
        , %para957 : Ref[Tensor(F32)][1024]    # network.mlp.batch_norm.moving_variance
        , %para958 : Ref[Tensor(F32)][13]    # network.supervise.0.batch_norm.moving_mean
        , %para959 : Ref[Tensor(F32)][13]    # network.supervise.0.batch_norm.moving_variance
        , %para960 : Ref[Tensor(F32)][13]    # network.supervise.1.batch_norm.moving_mean
        , %para961 : Ref[Tensor(F32)][13]    # network.supervise.1.batch_norm.moving_variance
        , %para962 : Ref[Tensor(F32)][13]    # network.supervise.2.batch_norm.moving_mean
        , %para963 : Ref[Tensor(F32)][13]    # network.supervise.2.batch_norm.moving_variance
        , %para964 : Ref[Tensor(F32)][13]    # network.supervise.3.batch_norm.moving_mean
        , %para965 : Ref[Tensor(F32)][13]    # network.supervise.3.batch_norm.moving_variance
        , %para966 : Ref[Tensor(F32)][13]    # network.supervise.4.batch_norm.moving_mean
        , %para967 : Ref[Tensor(F32)][13]    # network.supervise.4.batch_norm.moving_variance
        , %para968 : Ref[Tensor(F32)][13]    # network.supervise.5.batch_norm.moving_mean
        , %para969 : Ref[Tensor(F32)][13]    # network.supervise.5.batch_norm.moving_variance
        , %para970 : Ref[Tensor(F32)][32]    # network.encoder.0.mlp2.batch_norm.moving_mean
        , %para971 : Ref[Tensor(F32)][32]    # network.encoder.0.mlp2.batch_norm.moving_variance
        , %para972 : Ref[Tensor(F32)][32]    # network.encoder.0.shortcut.batch_norm.moving_mean
        , %para973 : Ref[Tensor(F32)][32]    # network.encoder.0.shortcut.batch_norm.moving_variance
        , %para974 : Ref[Tensor(F32)][128]    # network.encoder.1.mlp2.batch_norm.moving_mean
        , %para975 : Ref[Tensor(F32)][128]    # network.encoder.1.mlp2.batch_norm.moving_variance
        , %para976 : Ref[Tensor(F32)][128]    # network.encoder.1.shortcut.batch_norm.moving_mean
        , %para977 : Ref[Tensor(F32)][128]    # network.encoder.1.shortcut.batch_norm.moving_variance
        , %para978 : Ref[Tensor(F32)][256]    # network.encoder.2.mlp2.batch_norm.moving_mean
        , %para979 : Ref[Tensor(F32)][256]    # network.encoder.2.mlp2.batch_norm.moving_variance
        , %para980 : Ref[Tensor(F32)][256]    # network.encoder.2.shortcut.batch_norm.moving_mean
        , %para981 : Ref[Tensor(F32)][256]    # network.encoder.2.shortcut.batch_norm.moving_variance
        , %para982 : Ref[Tensor(F32)][512]    # network.encoder.3.mlp2.batch_norm.moving_mean
        , %para983 : Ref[Tensor(F32)][512]    # network.encoder.3.mlp2.batch_norm.moving_variance
        , %para984 : Ref[Tensor(F32)][512]    # network.encoder.3.shortcut.batch_norm.moving_mean
        , %para985 : Ref[Tensor(F32)][512]    # network.encoder.3.shortcut.batch_norm.moving_variance
        , %para986 : Ref[Tensor(F32)][1024]    # network.encoder.4.mlp2.batch_norm.moving_mean
        , %para987 : Ref[Tensor(F32)][1024]    # network.encoder.4.mlp2.batch_norm.moving_variance
        , %para988 : Ref[Tensor(F32)][1024]    # network.encoder.4.shortcut.batch_norm.moving_mean
        , %para989 : Ref[Tensor(F32)][1024]    # network.encoder.4.shortcut.batch_norm.moving_variance
        , %para990 : Ref[Tensor(F32)][512]    # network.decoder.0.batch_norm.moving_mean
        , %para991 : Ref[Tensor(F32)][512]    # network.decoder.0.batch_norm.moving_variance
        , %para992 : Ref[Tensor(F32)][256]    # network.decoder.1.batch_norm.moving_mean
        , %para993 : Ref[Tensor(F32)][256]    # network.decoder.1.batch_norm.moving_variance
        , %para994 : Ref[Tensor(F32)][128]    # network.decoder.2.batch_norm.moving_mean
        , %para995 : Ref[Tensor(F32)][128]    # network.decoder.2.batch_norm.moving_variance
        , %para996 : Ref[Tensor(F32)][32]    # network.decoder.3.batch_norm.moving_mean
        , %para997 : Ref[Tensor(F32)][32]    # network.decoder.3.batch_norm.moving_variance
        , %para998 : Ref[Tensor(F32)][32]    # network.decoder.4.batch_norm.moving_mean
        , %para999 : Ref[Tensor(F32)][32]    # network.decoder.4.batch_norm.moving_variance
        , %para1000 : Ref[Tensor(F32)][10]    # network.Se.0.batch_norm.moving_mean
        , %para1001 : Ref[Tensor(F32)][10]    # network.Se.0.batch_norm.moving_variance
        , %para1002 : Ref[Tensor(F32)][10]    # network.Se.1.batch_norm.moving_mean
        , %para1003 : Ref[Tensor(F32)][10]    # network.Se.1.batch_norm.moving_variance
        , %para1004 : Ref[Tensor(F32)][10]    # network.Se.2.batch_norm.moving_mean
        , %para1005 : Ref[Tensor(F32)][10]    # network.Se.2.batch_norm.moving_variance
        , %para1006 : Ref[Tensor(F32)][10]    # network.Se.3.batch_norm.moving_mean
        , %para1007 : Ref[Tensor(F32)][10]    # network.Se.3.batch_norm.moving_variance
        , %para1008 : Ref[Tensor(F32)][16]    # network.encoder.0.pool2.mlp.batch_norm.moving_mean
        , %para1009 : Ref[Tensor(F32)][16]    # network.encoder.0.pool2.mlp.batch_norm.moving_variance
        , %para1010 : Ref[Tensor(F32)][64]    # network.encoder.1.pool2.mlp.batch_norm.moving_mean
        , %para1011 : Ref[Tensor(F32)][64]    # network.encoder.1.pool2.mlp.batch_norm.moving_variance
        , %para1012 : Ref[Tensor(F32)][128]    # network.encoder.2.pool2.mlp.batch_norm.moving_mean
        , %para1013 : Ref[Tensor(F32)][128]    # network.encoder.2.pool2.mlp.batch_norm.moving_variance
        , %para1014 : Ref[Tensor(F32)][256]    # network.encoder.3.pool2.mlp.batch_norm.moving_mean
        , %para1015 : Ref[Tensor(F32)][256]    # network.encoder.3.pool2.mlp.batch_norm.moving_variance
        , %para1016 : Ref[Tensor(F32)][512]    # network.encoder.4.pool2.mlp.batch_norm.moving_mean
        , %para1017 : Ref[Tensor(F32)][512]    # network.encoder.4.pool2.mlp.batch_norm.moving_variance
        , %para1018 : Ref[Tensor(F32)][8]    # network.encoder.0.mlp1.batch_norm.moving_mean
        , %para1019 : Ref[Tensor(F32)][8]    # network.encoder.0.mlp1.batch_norm.moving_variance
        , %para1020 : Ref[Tensor(F32)][8]    # network.encoder.0.pool1.mlp.batch_norm.moving_mean
        , %para1021 : Ref[Tensor(F32)][8]    # network.encoder.0.pool1.mlp.batch_norm.moving_variance
        , %para1022 : Ref[Tensor(F32)][32]    # network.encoder.1.mlp1.batch_norm.moving_mean
        , %para1023 : Ref[Tensor(F32)][32]    # network.encoder.1.mlp1.batch_norm.moving_variance
        , %para1024 : Ref[Tensor(F32)][32]    # network.encoder.1.pool1.mlp.batch_norm.moving_mean
        , %para1025 : Ref[Tensor(F32)][32]    # network.encoder.1.pool1.mlp.batch_norm.moving_variance
        , %para1026 : Ref[Tensor(F32)][64]    # network.encoder.2.mlp1.batch_norm.moving_mean
        , %para1027 : Ref[Tensor(F32)][64]    # network.encoder.2.mlp1.batch_norm.moving_variance
        , %para1028 : Ref[Tensor(F32)][64]    # network.encoder.2.pool1.mlp.batch_norm.moving_mean
        , %para1029 : Ref[Tensor(F32)][64]    # network.encoder.2.pool1.mlp.batch_norm.moving_variance
        , %para1030 : Ref[Tensor(F32)][128]    # network.encoder.3.mlp1.batch_norm.moving_mean
        , %para1031 : Ref[Tensor(F32)][128]    # network.encoder.3.mlp1.batch_norm.moving_variance
        , %para1032 : Ref[Tensor(F32)][128]    # network.encoder.3.pool1.mlp.batch_norm.moving_mean
        , %para1033 : Ref[Tensor(F32)][128]    # network.encoder.3.pool1.mlp.batch_norm.moving_variance
        , %para1034 : Ref[Tensor(F32)][256]    # network.encoder.4.mlp1.batch_norm.moving_mean
        , %para1035 : Ref[Tensor(F32)][256]    # network.encoder.4.mlp1.batch_norm.moving_variance
        , %para1036 : Ref[Tensor(F32)][256]    # network.encoder.4.pool1.mlp.batch_norm.moving_mean
        , %para1037 : Ref[Tensor(F32)][256]    # network.encoder.4.pool1.mlp.batch_norm.moving_variance
        , %para1038 : Ref[Tensor(F32)][64]    # network.fc_end.0.batch_norm.moving_mean
        , %para1039 : Ref[Tensor(F32)][64]    # network.fc_end.0.batch_norm.moving_variance
        , %para1040 : Ref[Tensor(F32)][32]    # network.fc_end.1.batch_norm.moving_mean
        , %para1041 : Ref[Tensor(F32)][32]    # network.fc_end.1.batch_norm.moving_variance
        , %para1042 : Ref[Tensor(F32)][13]    # network.fc_end.3.batch_norm.moving_mean
        , %para1043 : Ref[Tensor(F32)][13]    # network.fc_end.3.batch_norm.moving_variance
        , %para1044 : Ref[Tensor(F32)][8]    # network.encoder.0.lse2.mlp.batch_norm.moving_mean
        , %para1045 : Ref[Tensor(F32)][8]    # network.encoder.0.lse2.mlp.batch_norm.moving_variance
        , %para1046 : Ref[Tensor(F32)][32]    # network.encoder.1.lse2.mlp.batch_norm.moving_mean
        , %para1047 : Ref[Tensor(F32)][32]    # network.encoder.1.lse2.mlp.batch_norm.moving_variance
        , %para1048 : Ref[Tensor(F32)][64]    # network.encoder.2.lse2.mlp.batch_norm.moving_mean
        , %para1049 : Ref[Tensor(F32)][64]    # network.encoder.2.lse2.mlp.batch_norm.moving_variance
        , %para1050 : Ref[Tensor(F32)][128]    # network.encoder.3.lse2.mlp.batch_norm.moving_mean
        , %para1051 : Ref[Tensor(F32)][128]    # network.encoder.3.lse2.mlp.batch_norm.moving_variance
        , %para1052 : Ref[Tensor(F32)][256]    # network.encoder.4.lse2.mlp.batch_norm.moving_mean
        , %para1053 : Ref[Tensor(F32)][256]    # network.encoder.4.lse2.mlp.batch_norm.moving_variance
        , %para1054 : Ref[Tensor(F32)][8]    # network.encoder.0.lse1.mlp.batch_norm.moving_mean
        , %para1055 : Ref[Tensor(F32)][8]    # network.encoder.0.lse1.mlp.batch_norm.moving_variance
        , %para1056 : Ref[Tensor(F32)][32]    # network.encoder.1.lse1.mlp.batch_norm.moving_mean
        , %para1057 : Ref[Tensor(F32)][32]    # network.encoder.1.lse1.mlp.batch_norm.moving_variance
        , %para1058 : Ref[Tensor(F32)][64]    # network.encoder.2.lse1.mlp.batch_norm.moving_mean
        , %para1059 : Ref[Tensor(F32)][64]    # network.encoder.2.lse1.mlp.batch_norm.moving_variance
        , %para1060 : Ref[Tensor(F32)][128]    # network.encoder.3.lse1.mlp.batch_norm.moving_mean
        , %para1061 : Ref[Tensor(F32)][128]    # network.encoder.3.lse1.mlp.batch_norm.moving_variance
        , %para1062 : Ref[Tensor(F32)][256]    # network.encoder.4.lse1.mlp.batch_norm.moving_mean
        , %para1063 : Ref[Tensor(F32)][256]    # network.encoder.4.lse1.mlp.batch_norm.moving_variance
    ) {
    %1 : Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15] = Primitive::MakeTuple{prim_type=1}(%para1, %para2, %para3, %para4, %para5, %para6, %para7, %para8, %para9, %para10, %para11, %para12, %para13, %para14, %para15, %para16, %para17, %para18, %para19, %para20, %para21, %para22, %para23, %para24)    #(Tensor(F32)[3, 40960, 6], Tensor(I32)[3, 40960], Tensor(I32)[3, 40960], Tensor(I32)[3, 1], Tensor(F32)[3, 40960, 3], Tensor(F32)[3, 10240, 3], Tensor(F32)[3, 2560, 3], Tensor(F32)[3, 640, 3], Tensor(F32)[3, 160, 3], Tensor(I32)[3, 40960, 16], Tensor(I32)[3, 10240, 16], Tensor(I32)[3, 2560, 16], Tensor(I32)[3, 640, 16], Tensor(I32)[3, 160, 16], Tensor(I32)[3, 10240, 16], Tensor(I32)[3, 2560, 16], Tensor(I32)[3, 640, 16], Tensor(I32)[3, 160, 16], Tensor(I32)[3, 80, 16], Tensor(I32)[3, 40960, 1], Tensor(I32)[3, 10240, 1], Tensor(I32)[3, 2560, 1], Tensor(I32)[3, 640, 1], Tensor(I32)[3, 160, 1]) #scope: Default
#[CNode]55

#------------------------> 0
    %2 = UnpackCall::unpack_call(FuncGraph::fg_56, %1)    #(Func, Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15])    # fg_56=construct.56 #scope: Default
#[CNode]57
    Primitive::Return{prim_type=1}(%2)    #(Undefined) #scope: Default
      # In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(347)/        if not overflow:/#[CNode]58
}
# order:
#   1: construct_wrapper.42:[CNode]57{[0]: ValueNode<UnpackCall> unpack_call.59, [1]: ValueNode<FuncGraph> construct.56, [2]: [CNode]55}
#   2: construct_wrapper.42:[CNode]58{[0]: ValueNode<Primitive> Return, [1]: [CNode]57}


# [No.2] UnpackCall.43

funcgraph fg_43(
        %para1064 : Func    # 44
        , %para1065 : Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15]    # 45
    ) {
    %1 : Tensor(F32)[3, 40960, 6] = Primitive::TupleGetItem{prim_type=1}(%para1065, I64(0))    #(Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15], I64) #scope: Default
#60
    %2 : Tensor(I32)[3, 40960] = Primitive::TupleGetItem{prim_type=1}(%para1065, I64(1))    #(Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15], I64) #scope: Default
#61
    %3 : Tensor(I32)[3, 40960] = Primitive::TupleGetItem{prim_type=1}(%para1065, I64(2))    #(Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15], I64) #scope: Default
#62
    %4 : Tensor(I32)[3, 1] = Primitive::TupleGetItem{prim_type=1}(%para1065, I64(3))    #(Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15], I64) #scope: Default
#63
    %5 : Tensor(F32)[3, 40960, 3] = Primitive::TupleGetItem{prim_type=1}(%para1065, I64(4))    #(Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15], I64) #scope: Default
#64
    %6 : Tensor(F32)[3, 10240, 3] = Primitive::TupleGetItem{prim_type=1}(%para1065, I64(5))    #(Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15], I64) #scope: Default
#65
    %7 : Tensor(F32)[3, 2560, 3] = Primitive::TupleGetItem{prim_type=1}(%para1065, I64(6))    #(Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15], I64) #scope: Default
#66
    %8 : Tensor(F32)[3, 640, 3] = Primitive::TupleGetItem{prim_type=1}(%para1065, I64(7))    #(Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15], I64) #scope: Default
#67
    %9 : Tensor(F32)[3, 160, 3] = Primitive::TupleGetItem{prim_type=1}(%para1065, I64(8))    #(Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15], I64) #scope: Default
#68
    %10 : Tensor(I32)[3, 40960, 16] = Primitive::TupleGetItem{prim_type=1}(%para1065, I64(9))    #(Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15], I64) #scope: Default
#69
    %11 : Tensor(I32)[3, 10240, 16] = Primitive::TupleGetItem{prim_type=1}(%para1065, I64(10))    #(Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15], I64) #scope: Default
#70
    %12 : Tensor(I32)[3, 2560, 16] = Primitive::TupleGetItem{prim_type=1}(%para1065, I64(11))    #(Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15], I64) #scope: Default
#71
    %13 : Tensor(I32)[3, 640, 16] = Primitive::TupleGetItem{prim_type=1}(%para1065, I64(12))    #(Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15], I64) #scope: Default
#72
    %14 : Tensor(I32)[3, 160, 16] = Primitive::TupleGetItem{prim_type=1}(%para1065, I64(13))    #(Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15], I64) #scope: Default
#73
    %15 : Tensor(I32)[3, 10240, 16] = Primitive::TupleGetItem{prim_type=1}(%para1065, I64(14))    #(Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15], I64) #scope: Default
#74
    %16 : Tensor(I32)[3, 2560, 16] = Primitive::TupleGetItem{prim_type=1}(%para1065, I64(15))    #(Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15], I64) #scope: Default
#75
